Decimal_Value,Bit_9,Bit_8,Bit_7,Bit_6,Bit_5,Bit_4,Bit_3,Bit_2,Bit_1,Bit_0
303,0,1,0,0,1,0,1,1,1,1
752,1,0,1,1,1,1,0,0,0,0
1023,1,1,1,1,1,1,1,1,1,1
223,0,0,1,1,0,1,1,1,1,1
370,0,1,0,1,1,1,0,0,1,0
137,0,0,1,0,0,0,1,0,0,1
875,1,1,0,1,1,0,1,0,1,1
53,0,0,0,0,1,1,0,1,0,1
38,0,0,0,0,1,0,0,1,1,0
796,1,1,0,0,0,1,1,1,0,0
712,1,0,1,1,0,0,1,0,0,0
93,0,0,0,1,0,1,1,1,0,1
475,0,1,1,1,0,1,1,0,1,1
976,1,1,1,1,0,1,0,0,0,0
824,1,1,0,0,1,1,1,0,0,0
636,1,0,0,1,1,1,1,1,0,0
695,1,0,1,0,1,1,0,1,1,1
151,0,0,1,0,0,1,0,1,1,1
655,1,0,1,0,0,0,1,1,1,1
922,1,1,1,0,0,1,1,0,1,0
407,0,1,1,0,0,1,0,1,1,1
708,1,0,1,1,0,0,0,1,0,0
540,1,0,0,0,0,1,1,1,0,0
354,0,1,0,1,1,0,0,0,1,0
45,0,0,0,0,1,0,1,1,0,1
757,1,0,1,1,1,1,0,1,0,1
704,1,0,1,1,0,0,0,0,0,0
185,0,0,1,0,1,1,1,0,0,1
43,0,0,0,0,1,0,1,0,1,1
194,0,0,1,1,0,0,0,0,1,0
173,0,0,1,0,1,0,1,1,0,1
655,1,0,1,0,0,0,1,1,1,1
368,0,1,0,1,1,1,0,0,0,0
967,1,1,1,1,0,0,0,1,1,1
975,1,1,1,1,0,0,1,1,1,1
151,0,0,1,0,0,1,0,1,1,1
723,1,0,1,1,0,1,0,0,1,1
255,0,0,1,1,1,1,1,1,1,1
57,0,0,0,0,1,1,1,0,0,1
407,0,1,1,0,0,1,0,1,1,1
685,1,0,1,0,1,0,1,1,0,1
925,1,1,1,0,0,1,1,1,0,1
51,0,0,0,0,1,1,0,0,1,1
855,1,1,0,1,0,1,0,1,1,1
707,1,0,1,1,0,0,0,0,1,1
848,1,1,0,1,0,1,0,0,0,0
43,0,0,0,0,1,0,1,0,1,1
451,0,1,1,1,0,0,0,0,1,1
782,1,1,0,0,0,0,1,1,1,0
1012,1,1,1,1,1,1,0,1,0,0
443,0,1,1,0,1,1,1,0,1,1
199,0,0,1,1,0,0,0,1,1,1
944,1,1,1,0,1,1,0,0,0,0
29,0,0,0,0,0,1,1,1,0,1
54,0,0,0,0,1,1,0,1,1,0
950,1,1,1,0,1,1,0,1,1,0
326,0,1,0,1,0,0,0,1,1,0
281,0,1,0,0,0,1,1,0,0,1
552,1,0,0,0,1,0,1,0,0,0
787,1,1,0,0,0,1,0,0,1,1
510,0,1,1,1,1,1,1,1,1,0
387,0,1,1,0,0,0,0,0,1,1
317,0,1,0,0,1,1,1,1,0,1
394,0,1,1,0,0,0,1,0,1,0
409,0,1,1,0,0,1,1,0,0,1
183,0,0,1,0,1,1,0,1,1,1
101,0,0,0,1,1,0,0,1,0,1
45,0,0,0,0,1,0,1,1,0,1
518,1,0,0,0,0,0,0,1,1,0
900,1,1,1,0,0,0,0,1,0,0
462,0,1,1,1,0,0,1,1,1,0
461,0,1,1,1,0,0,1,1,0,1
129,0,0,1,0,0,0,0,0,0,1
18,0,0,0,0,0,1,0,0,1,0
870,1,1,0,1,1,0,0,1,1,0
61,0,0,0,0,1,1,1,1,0,1
783,1,1,0,0,0,0,1,1,1,1
987,1,1,1,1,0,1,1,0,1,1
132,0,0,1,0,0,0,0,1,0,0
544,1,0,0,0,1,0,0,0,0,0
376,0,1,0,1,1,1,1,0,0,0
74,0,0,0,1,0,0,1,0,1,0
289,0,1,0,0,1,0,0,0,0,1
973,1,1,1,1,0,0,1,1,0,1
621,1,0,0,1,1,0,1,1,0,1
797,1,1,0,0,0,1,1,1,0,1
439,0,1,1,0,1,1,0,1,1,1
699,1,0,1,0,1,1,1,0,1,1
148,0,0,1,0,0,1,0,1,0,0
955,1,1,1,0,1,1,1,0,1,1
495,0,1,1,1,1,0,1,1,1,1
747,1,0,1,1,1,0,1,0,1,1
441,0,1,1,0,1,1,1,0,0,1
710,1,0,1,1,0,0,0,1,1,0
980,1,1,1,1,0,1,0,1,0,0
707,1,0,1,1,0,0,0,0,1,1
91,0,0,0,1,0,1,1,0,1,1
596,1,0,0,1,0,1,0,1,0,0
647,1,0,1,0,0,0,0,1,1,1
634,1,0,0,1,1,1,1,0,1,0
13,0,0,0,0,0,0,1,1,0,1
510,0,1,1,1,1,1,1,1,1,0
147,0,0,1,0,0,1,0,0,1,1
429,0,1,1,0,1,0,1,1,0,1
759,1,0,1,1,1,1,0,1,1,1
834,1,1,0,1,0,0,0,0,1,0
811,1,1,0,0,1,0,1,0,1,1
47,0,0,0,0,1,0,1,1,1,1
206,0,0,1,1,0,0,1,1,1,0
171,0,0,1,0,1,0,1,0,1,1
639,1,0,0,1,1,1,1,1,1,1
891,1,1,0,1,1,1,1,0,1,1
952,1,1,1,0,1,1,1,0,0,0
404,0,1,1,0,0,1,0,1,0,0
61,0,0,0,0,1,1,1,1,0,1
66,0,0,0,1,0,0,0,0,1,0
766,1,0,1,1,1,1,1,1,1,0
455,0,1,1,1,0,0,0,1,1,1
472,0,1,1,1,0,1,1,0,0,0
451,0,1,1,1,0,0,0,0,1,1
440,0,1,1,0,1,1,1,0,0,0
353,0,1,0,1,1,0,0,0,0,1
779,1,1,0,0,0,0,1,0,1,1
583,1,0,0,1,0,0,0,1,1,1
829,1,1,0,0,1,1,1,1,0,1
286,0,1,0,0,0,1,1,1,1,0
995,1,1,1,1,1,0,0,0,1,1
263,0,1,0,0,0,0,0,1,1,1
529,1,0,0,0,0,1,0,0,0,1
109,0,0,0,1,1,0,1,1,0,1
597,1,0,0,1,0,1,0,1,0,1
1018,1,1,1,1,1,1,1,0,1,0
259,0,1,0,0,0,0,0,0,1,1
285,0,1,0,0,0,1,1,1,0,1
752,1,0,1,1,1,1,0,0,0,0
155,0,0,1,0,0,1,1,0,1,1
409,0,1,1,0,0,1,1,0,0,1
547,1,0,0,0,1,0,0,0,1,1
536,1,0,0,0,0,1,1,0,0,0
182,0,0,1,0,1,1,0,1,1,0
93,0,0,0,1,0,1,1,1,0,1
733,1,0,1,1,0,1,1,1,0,1
123,0,0,0,1,1,1,1,0,1,1
265,0,1,0,0,0,0,1,0,0,1
181,0,0,1,0,1,1,0,1,0,1
581,1,0,0,1,0,0,0,1,0,1
771,1,1,0,0,0,0,0,0,1,1
477,0,1,1,1,0,1,1,1,0,1
63,0,0,0,0,1,1,1,1,1,1
802,1,1,0,0,1,0,0,0,1,0
463,0,1,1,1,0,0,1,1,1,1
676,1,0,1,0,1,0,0,1,0,0
563,1,0,0,0,1,1,0,0,1,1
68,0,0,0,1,0,0,0,1,0,0
303,0,1,0,0,1,0,1,1,1,1
850,1,1,0,1,0,1,0,0,1,0
292,0,1,0,0,1,0,0,1,0,0
719,1,0,1,1,0,0,1,1,1,1
256,0,1,0,0,0,0,0,0,0,0
545,1,0,0,0,1,0,0,0,0,1
638,1,0,0,1,1,1,1,1,1,0
467,0,1,1,1,0,1,0,0,1,1
119,0,0,0,1,1,1,0,1,1,1
496,0,1,1,1,1,1,0,0,0,0
289,0,1,0,0,1,0,0,0,0,1
600,1,0,0,1,0,1,1,0,0,0
4,0,0,0,0,0,0,0,1,0,0
861,1,1,0,1,0,1,1,1,0,1
995,1,1,1,1,1,0,0,0,1,1
764,1,0,1,1,1,1,1,1,0,0
360,0,1,0,1,1,0,1,0,0,0
911,1,1,1,0,0,0,1,1,1,1
437,0,1,1,0,1,1,0,1,0,1
354,0,1,0,1,1,0,0,0,1,0
721,1,0,1,1,0,1,0,0,0,1
943,1,1,1,0,1,0,1,1,1,1
310,0,1,0,0,1,1,0,1,1,0
909,1,1,1,0,0,0,1,1,0,1
187,0,0,1,0,1,1,1,0,1,1
822,1,1,0,0,1,1,0,1,1,0
310,0,1,0,0,1,1,0,1,1,0
606,1,0,0,1,0,1,1,1,1,0
712,1,0,1,1,0,0,1,0,0,0
951,1,1,1,0,1,1,0,1,1,1
198,0,0,1,1,0,0,0,1,1,0
341,0,1,0,1,0,1,0,1,0,1
881,1,1,0,1,1,1,0,0,0,1
281,0,1,0,0,0,1,1,0,0,1
908,1,1,1,0,0,0,1,1,0,0
93,0,0,0,1,0,1,1,1,0,1
166,0,0,1,0,1,0,0,1,1,0
874,1,1,0,1,1,0,1,0,1,0
548,1,0,0,0,1,0,0,1,0,0
233,0,0,1,1,1,0,1,0,0,1
195,0,0,1,1,0,0,0,0,1,1
363,0,1,0,1,1,0,1,0,1,1
435,0,1,1,0,1,1,0,0,1,1
219,0,0,1,1,0,1,1,0,1,1
399,0,1,1,0,0,0,1,1,1,1
93,0,0,0,1,0,1,1,1,0,1
624,1,0,0,1,1,1,0,0,0,0
486,0,1,1,1,1,0,0,1,1,0
860,1,1,0,1,0,1,1,1,0,0
61,0,0,0,0,1,1,1,1,0,1
402,0,1,1,0,0,1,0,0,1,0
142,0,0,1,0,0,0,1,1,1,0
704,1,0,1,1,0,0,0,0,0,0
470,0,1,1,1,0,1,0,1,1,0
996,1,1,1,1,1,0,0,1,0,0
575,1,0,0,0,1,1,1,1,1,1
701,1,0,1,0,1,1,1,1,0,1
110,0,0,0,1,1,0,1,1,1,0
33,0,0,0,0,1,0,0,0,0,1
652,1,0,1,0,0,0,1,1,0,0
298,0,1,0,0,1,0,1,0,1,0
342,0,1,0,1,0,1,0,1,1,0
476,0,1,1,1,0,1,1,1,0,0
388,0,1,1,0,0,0,0,1,0,0
776,1,1,0,0,0,0,1,0,0,0
326,0,1,0,1,0,0,0,1,1,0
892,1,1,0,1,1,1,1,1,0,0
349,0,1,0,1,0,1,1,1,0,1
413,0,1,1,0,0,1,1,1,0,1
902,1,1,1,0,0,0,0,1,1,0
910,1,1,1,0,0,0,1,1,1,0
102,0,0,0,1,1,0,0,1,1,0
248,0,0,1,1,1,1,1,0,0,0
138,0,0,1,0,0,0,1,0,1,0
303,0,1,0,0,1,0,1,1,1,1
555,1,0,0,0,1,0,1,0,1,1
86,0,0,0,1,0,1,0,1,1,0
198,0,0,1,1,0,0,0,1,1,0
394,0,1,1,0,0,0,1,0,1,0
27,0,0,0,0,0,1,1,0,1,1
774,1,1,0,0,0,0,0,1,1,0
120,0,0,0,1,1,1,1,0,0,0
558,1,0,0,0,1,0,1,1,1,0
217,0,0,1,1,0,1,1,0,0,1
230,0,0,1,1,1,0,0,1,1,0
646,1,0,1,0,0,0,0,1,1,0
245,0,0,1,1,1,1,0,1,0,1
966,1,1,1,1,0,0,0,1,1,0
876,1,1,0,1,1,0,1,1,0,0
752,1,0,1,1,1,1,0,0,0,0
762,1,0,1,1,1,1,1,0,1,0
1000,1,1,1,1,1,0,1,0,0,0
247,0,0,1,1,1,1,0,1,1,1
23,0,0,0,0,0,1,0,1,1,1
419,0,1,1,0,1,0,0,0,1,1
729,1,0,1,1,0,1,1,0,0,1
554,1,0,0,0,1,0,1,0,1,0
307,0,1,0,0,1,1,0,0,1,1
795,1,1,0,0,0,1,1,0,1,1
158,0,0,1,0,0,1,1,1,1,0
794,1,1,0,0,0,1,1,0,1,0
518,1,0,0,0,0,0,0,1,1,0
988,1,1,1,1,0,1,1,1,0,0
999,1,1,1,1,1,0,0,1,1,1
160,0,0,1,0,1,0,0,0,0,0
511,0,1,1,1,1,1,1,1,1,1
433,0,1,1,0,1,1,0,0,0,1
1022,1,1,1,1,1,1,1,1,1,0
688,1,0,1,0,1,1,0,0,0,0
219,0,0,1,1,0,1,1,0,1,1
204,0,0,1,1,0,0,1,1,0,0
576,1,0,0,1,0,0,0,0,0,0
631,1,0,0,1,1,1,0,1,1,1
288,0,1,0,0,1,0,0,0,0,0
537,1,0,0,0,0,1,1,0,0,1
208,0,0,1,1,0,1,0,0,0,0
937,1,1,1,0,1,0,1,0,0,1
195,0,0,1,1,0,0,0,0,1,1
60,0,0,0,0,1,1,1,1,0,0
486,0,1,1,1,1,0,0,1,1,0
36,0,0,0,0,1,0,0,1,0,0
1008,1,1,1,1,1,1,0,0,0,0
939,1,1,1,0,1,0,1,0,1,1
415,0,1,1,0,0,1,1,1,1,1
661,1,0,1,0,0,1,0,1,0,1
259,0,1,0,0,0,0,0,0,1,1
69,0,0,0,1,0,0,0,1,0,1
140,0,0,1,0,0,0,1,1,0,0
798,1,1,0,0,0,1,1,1,1,0
902,1,1,1,0,0,0,0,1,1,0
243,0,0,1,1,1,1,0,0,1,1
84,0,0,0,1,0,1,0,1,0,0
40,0,0,0,0,1,0,1,0,0,0
280,0,1,0,0,0,1,1,0,0,0
504,0,1,1,1,1,1,1,0,0,0
677,1,0,1,0,1,0,0,1,0,1
29,0,0,0,0,0,1,1,1,0,1
567,1,0,0,0,1,1,0,1,1,1
549,1,0,0,0,1,0,0,1,0,1
283,0,1,0,0,0,1,1,0,1,1
544,1,0,0,0,1,0,0,0,0,0
279,0,1,0,0,0,1,0,1,1,1
306,0,1,0,0,1,1,0,0,1,0
267,0,1,0,0,0,0,1,0,1,1
41,0,0,0,0,1,0,1,0,0,1
985,1,1,1,1,0,1,1,0,0,1
13,0,0,0,0,0,0,1,1,0,1
533,1,0,0,0,0,1,0,1,0,1
44,0,0,0,0,1,0,1,1,0,0
650,1,0,1,0,0,0,1,0,1,0
703,1,0,1,0,1,1,1,1,1,1
88,0,0,0,1,0,1,1,0,0,0
737,1,0,1,1,1,0,0,0,0,1
918,1,1,1,0,0,1,0,1,1,0
584,1,0,0,1,0,0,1,0,0,0
95,0,0,0,1,0,1,1,1,1,1
627,1,0,0,1,1,1,0,0,1,1
964,1,1,1,1,0,0,0,1,0,0
998,1,1,1,1,1,0,0,1,1,0
242,0,0,1,1,1,1,0,0,1,0
705,1,0,1,1,0,0,0,0,0,1
838,1,1,0,1,0,0,0,1,1,0
823,1,1,0,0,1,1,0,1,1,1
79,0,0,0,1,0,0,1,1,1,1
156,0,0,1,0,0,1,1,1,0,0
61,0,0,0,0,1,1,1,1,0,1
909,1,1,1,0,0,0,1,1,0,1
767,1,0,1,1,1,1,1,1,1,1
776,1,1,0,0,0,0,1,0,0,0
189,0,0,1,0,1,1,1,1,0,1
847,1,1,0,1,0,0,1,1,1,1
265,0,1,0,0,0,0,1,0,0,1
897,1,1,1,0,0,0,0,0,0,1
526,1,0,0,0,0,0,1,1,1,0
266,0,1,0,0,0,0,1,0,1,0
893,1,1,0,1,1,1,1,1,0,1
441,0,1,1,0,1,1,1,0,0,1
277,0,1,0,0,0,1,0,1,0,1
615,1,0,0,1,1,0,0,1,1,1
517,1,0,0,0,0,0,0,1,0,1
187,0,0,1,0,1,1,1,0,1,1
905,1,1,1,0,0,0,1,0,0,1
545,1,0,0,0,1,0,0,0,0,1
329,0,1,0,1,0,0,1,0,0,1
825,1,1,0,0,1,1,1,0,0,1
950,1,1,1,0,1,1,0,1,1,0
930,1,1,1,0,1,0,0,0,1,0
275,0,1,0,0,0,1,0,0,1,1
339,0,1,0,1,0,1,0,0,1,1
914,1,1,1,0,0,1,0,0,1,0
593,1,0,0,1,0,1,0,0,0,1
751,1,0,1,1,1,0,1,1,1,1
1008,1,1,1,1,1,1,0,0,0,0
486,0,1,1,1,1,0,0,1,1,0
880,1,1,0,1,1,1,0,0,0,0
86,0,0,0,1,0,1,0,1,1,0
748,1,0,1,1,1,0,1,1,0,0
532,1,0,0,0,0,1,0,1,0,0
490,0,1,1,1,1,0,1,0,1,0
613,1,0,0,1,1,0,0,1,0,1
479,0,1,1,1,0,1,1,1,1,1
80,0,0,0,1,0,1,0,0,0,0
585,1,0,0,1,0,0,1,0,0,1
566,1,0,0,0,1,1,0,1,1,0
976,1,1,1,1,0,1,0,0,0,0
627,1,0,0,1,1,1,0,0,1,1
447,0,1,1,0,1,1,1,1,1,1
171,0,0,1,0,1,0,1,0,1,1
550,1,0,0,0,1,0,0,1,1,0
735,1,0,1,1,0,1,1,1,1,1
1019,1,1,1,1,1,1,1,0,1,1
541,1,0,0,0,0,1,1,1,0,1
123,0,0,0,1,1,1,1,0,1,1
612,1,0,0,1,1,0,0,1,0,0
23,0,0,0,0,0,1,0,1,1,1
921,1,1,1,0,0,1,1,0,0,1
790,1,1,0,0,0,1,0,1,1,0
170,0,0,1,0,1,0,1,0,1,0
532,1,0,0,0,0,1,0,1,0,0
217,0,0,1,1,0,1,1,0,0,1
512,1,0,0,0,0,0,0,0,0,0
465,0,1,1,1,0,1,0,0,0,1
182,0,0,1,0,1,1,0,1,1,0
85,0,0,0,1,0,1,0,1,0,1
321,0,1,0,1,0,0,0,0,0,1
811,1,1,0,0,1,0,1,0,1,1
708,1,0,1,1,0,0,0,1,0,0
99,0,0,0,1,1,0,0,0,1,1
750,1,0,1,1,1,0,1,1,1,0
603,1,0,0,1,0,1,1,0,1,1
562,1,0,0,0,1,1,0,0,1,0
747,1,0,1,1,1,0,1,0,1,1
690,1,0,1,0,1,1,0,0,1,0
644,1,0,1,0,0,0,0,1,0,0
436,0,1,1,0,1,1,0,1,0,0
798,1,1,0,0,0,1,1,1,1,0
936,1,1,1,0,1,0,1,0,0,0
451,0,1,1,1,0,0,0,0,1,1
362,0,1,0,1,1,0,1,0,1,0
201,0,0,1,1,0,0,1,0,0,1
100,0,0,0,1,1,0,0,1,0,0
458,0,1,1,1,0,0,1,0,1,0
919,1,1,1,0,0,1,0,1,1,1
703,1,0,1,0,1,1,1,1,1,1
525,1,0,0,0,0,0,1,1,0,1
791,1,1,0,0,0,1,0,1,1,1
786,1,1,0,0,0,1,0,0,1,0
969,1,1,1,1,0,0,1,0,0,1
826,1,1,0,0,1,1,1,0,1,0
580,1,0,0,1,0,0,0,1,0,0
478,0,1,1,1,0,1,1,1,1,0
969,1,1,1,1,0,0,1,0,0,1
330,0,1,0,1,0,0,1,0,1,0
527,1,0,0,0,0,0,1,1,1,1
424,0,1,1,0,1,0,1,0,0,0
641,1,0,1,0,0,0,0,0,0,1
195,0,0,1,1,0,0,0,0,1,1
940,1,1,1,0,1,0,1,1,0,0
63,0,0,0,0,1,1,1,1,1,1
868,1,1,0,1,1,0,0,1,0,0
160,0,0,1,0,1,0,0,0,0,0
56,0,0,0,0,1,1,1,0,0,0
724,1,0,1,1,0,1,0,1,0,0
77,0,0,0,1,0,0,1,1,0,1
64,0,0,0,1,0,0,0,0,0,0
281,0,1,0,0,0,1,1,0,0,1
42,0,0,0,0,1,0,1,0,1,0
359,0,1,0,1,1,0,0,1,1,1
92,0,0,0,1,0,1,1,1,0,0
968,1,1,1,1,0,0,1,0,0,0
344,0,1,0,1,0,1,1,0,0,0
434,0,1,1,0,1,1,0,0,1,0
436,0,1,1,0,1,1,0,1,0,0
878,1,1,0,1,1,0,1,1,1,0
732,1,0,1,1,0,1,1,1,0,0
356,0,1,0,1,1,0,0,1,0,0
937,1,1,1,0,1,0,1,0,0,1
89,0,0,0,1,0,1,1,0,0,1
740,1,0,1,1,1,0,0,1,0,0
769,1,1,0,0,0,0,0,0,0,1
57,0,0,0,0,1,1,1,0,0,1
558,1,0,0,0,1,0,1,1,1,0
452,0,1,1,1,0,0,0,1,0,0
153,0,0,1,0,0,1,1,0,0,1
563,1,0,0,0,1,1,0,0,1,1
829,1,1,0,0,1,1,1,1,0,1
22,0,0,0,0,0,1,0,1,1,0
911,1,1,1,0,0,0,1,1,1,1
122,0,0,0,1,1,1,1,0,1,0
301,0,1,0,0,1,0,1,1,0,1
9,0,0,0,0,0,0,1,0,0,1
699,1,0,1,0,1,1,1,0,1,1
229,0,0,1,1,1,0,0,1,0,1
538,1,0,0,0,0,1,1,0,1,0
340,0,1,0,1,0,1,0,1,0,0
263,0,1,0,0,0,0,0,1,1,1
369,0,1,0,1,1,1,0,0,0,1
212,0,0,1,1,0,1,0,1,0,0
853,1,1,0,1,0,1,0,1,0,1
204,0,0,1,1,0,0,1,1,0,0
423,0,1,1,0,1,0,0,1,1,1
452,0,1,1,1,0,0,0,1,0,0
273,0,1,0,0,0,1,0,0,0,1
572,1,0,0,0,1,1,1,1,0,0
958,1,1,1,0,1,1,1,1,1,0
884,1,1,0,1,1,1,0,1,0,0
653,1,0,1,0,0,0,1,1,0,1
351,0,1,0,1,0,1,1,1,1,1
222,0,0,1,1,0,1,1,1,1,0
534,1,0,0,0,0,1,0,1,1,0
403,0,1,1,0,0,1,0,0,1,1
988,1,1,1,1,0,1,1,1,0,0
802,1,1,0,0,1,0,0,0,1,0
284,0,1,0,0,0,1,1,1,0,0
435,0,1,1,0,1,1,0,0,1,1
691,1,0,1,0,1,1,0,0,1,1
295,0,1,0,0,1,0,0,1,1,1
1013,1,1,1,1,1,1,0,1,0,1
543,1,0,0,0,0,1,1,1,1,1
694,1,0,1,0,1,1,0,1,1,0
276,0,1,0,0,0,1,0,1,0,0
226,0,0,1,1,1,0,0,0,1,0
369,0,1,0,1,1,1,0,0,0,1
409,0,1,1,0,0,1,1,0,0,1
666,1,0,1,0,0,1,1,0,1,0
965,1,1,1,1,0,0,0,1,0,1
638,1,0,0,1,1,1,1,1,1,0
256,0,1,0,0,0,0,0,0,0,0
692,1,0,1,0,1,1,0,1,0,0
183,0,0,1,0,1,1,0,1,1,1
270,0,1,0,0,0,0,1,1,1,0
179,0,0,1,0,1,1,0,0,1,1
41,0,0,0,0,1,0,1,0,0,1
374,0,1,0,1,1,1,0,1,1,0
796,1,1,0,0,0,1,1,1,0,0
875,1,1,0,1,1,0,1,0,1,1
826,1,1,0,0,1,1,1,0,1,0
256,0,1,0,0,0,0,0,0,0,0
94,0,0,0,1,0,1,1,1,1,0
189,0,0,1,0,1,1,1,1,0,1
176,0,0,1,0,1,1,0,0,0,0
315,0,1,0,0,1,1,1,0,1,1
583,1,0,0,1,0,0,0,1,1,1
809,1,1,0,0,1,0,1,0,0,1
605,1,0,0,1,0,1,1,1,0,1
951,1,1,1,0,1,1,0,1,1,1
517,1,0,0,0,0,0,0,1,0,1
745,1,0,1,1,1,0,1,0,0,1
267,0,1,0,0,0,0,1,0,1,1
825,1,1,0,0,1,1,1,0,0,1
45,0,0,0,0,1,0,1,1,0,1
217,0,0,1,1,0,1,1,0,0,1
528,1,0,0,0,0,1,0,0,0,0
79,0,0,0,1,0,0,1,1,1,1
452,0,1,1,1,0,0,0,1,0,0
298,0,1,0,0,1,0,1,0,1,0
987,1,1,1,1,0,1,1,0,1,1
538,1,0,0,0,0,1,1,0,1,0
530,1,0,0,0,0,1,0,0,1,0
421,0,1,1,0,1,0,0,1,0,1
828,1,1,0,0,1,1,1,1,0,0
731,1,0,1,1,0,1,1,0,1,1
24,0,0,0,0,0,1,1,0,0,0
149,0,0,1,0,0,1,0,1,0,1
214,0,0,1,1,0,1,0,1,1,0
331,0,1,0,1,0,0,1,0,1,1
251,0,0,1,1,1,1,1,0,1,1
1020,1,1,1,1,1,1,1,1,0,0
503,0,1,1,1,1,1,0,1,1,1
942,1,1,1,0,1,0,1,1,1,0
756,1,0,1,1,1,1,0,1,0,0
588,1,0,0,1,0,0,1,1,0,0
77,0,0,0,1,0,0,1,1,0,1
499,0,1,1,1,1,1,0,0,1,1
875,1,1,0,1,1,0,1,0,1,1
268,0,1,0,0,0,0,1,1,0,0
109,0,0,0,1,1,0,1,1,0,1
208,0,0,1,1,0,1,0,0,0,0
108,0,0,0,1,1,0,1,1,0,0
644,1,0,1,0,0,0,0,1,0,0
390,0,1,1,0,0,0,0,1,1,0
297,0,1,0,0,1,0,1,0,0,1
996,1,1,1,1,1,0,0,1,0,0
767,1,0,1,1,1,1,1,1,1,1
345,0,1,0,1,0,1,1,0,0,1
695,1,0,1,0,1,1,0,1,1,1
265,0,1,0,0,0,0,1,0,0,1
625,1,0,0,1,1,1,0,0,0,1
188,0,0,1,0,1,1,1,1,0,0
595,1,0,0,1,0,1,0,0,1,1
558,1,0,0,0,1,0,1,1,1,0
725,1,0,1,1,0,1,0,1,0,1
865,1,1,0,1,1,0,0,0,0,1
982,1,1,1,1,0,1,0,1,1,0
464,0,1,1,1,0,1,0,0,0,0
77,0,0,0,1,0,0,1,1,0,1
680,1,0,1,0,1,0,1,0,0,0
358,0,1,0,1,1,0,0,1,1,0
74,0,0,0,1,0,0,1,0,1,0
162,0,0,1,0,1,0,0,0,1,0
219,0,0,1,1,0,1,1,0,1,1
835,1,1,0,1,0,0,0,0,1,1
393,0,1,1,0,0,0,1,0,0,1
388,0,1,1,0,0,0,0,1,0,0
595,1,0,0,1,0,1,0,0,1,1
129,0,0,1,0,0,0,0,0,0,1
34,0,0,0,0,1,0,0,0,1,0
497,0,1,1,1,1,1,0,0,0,1
745,1,0,1,1,1,0,1,0,0,1
425,0,1,1,0,1,0,1,0,0,1
91,0,0,0,1,0,1,1,0,1,1
464,0,1,1,1,0,1,0,0,0,0
712,1,0,1,1,0,0,1,0,0,0
991,1,1,1,1,0,1,1,1,1,1
362,0,1,0,1,1,0,1,0,1,0
688,1,0,1,0,1,1,0,0,0,0
581,1,0,0,1,0,0,0,1,0,1
994,1,1,1,1,1,0,0,0,1,0
775,1,1,0,0,0,0,0,1,1,1
350,0,1,0,1,0,1,1,1,1,0
1006,1,1,1,1,1,0,1,1,1,0
641,1,0,1,0,0,0,0,0,0,1
596,1,0,0,1,0,1,0,1,0,0
834,1,1,0,1,0,0,0,0,1,0
389,0,1,1,0,0,0,0,1,0,1
445,0,1,1,0,1,1,1,1,0,1
299,0,1,0,0,1,0,1,0,1,1
240,0,0,1,1,1,1,0,0,0,0
864,1,1,0,1,1,0,0,0,0,0
226,0,0,1,1,1,0,0,0,1,0
716,1,0,1,1,0,0,1,1,0,0
170,0,0,1,0,1,0,1,0,1,0
66,0,0,0,1,0,0,0,0,1,0
577,1,0,0,1,0,0,0,0,0,1
112,0,0,0,1,1,1,0,0,0,0
371,0,1,0,1,1,1,0,0,1,1
951,1,1,1,0,1,1,0,1,1,1
632,1,0,0,1,1,1,1,0,0,0
722,1,0,1,1,0,1,0,0,1,0
774,1,1,0,0,0,0,0,1,1,0
232,0,0,1,1,1,0,1,0,0,0
792,1,1,0,0,0,1,1,0,0,0
477,0,1,1,1,0,1,1,1,0,1
532,1,0,0,0,0,1,0,1,0,0
611,1,0,0,1,1,0,0,0,1,1
388,0,1,1,0,0,0,0,1,0,0
1017,1,1,1,1,1,1,1,0,0,1
382,0,1,0,1,1,1,1,1,1,0
26,0,0,0,0,0,1,1,0,1,0
432,0,1,1,0,1,1,0,0,0,0
727,1,0,1,1,0,1,0,1,1,1
349,0,1,0,1,0,1,1,1,0,1
370,0,1,0,1,1,1,0,0,1,0
484,0,1,1,1,1,0,0,1,0,0
502,0,1,1,1,1,1,0,1,1,0
580,1,0,0,1,0,0,0,1,0,0
72,0,0,0,1,0,0,1,0,0,0
927,1,1,1,0,0,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,1
97,0,0,0,1,1,0,0,0,0,1
758,1,0,1,1,1,1,0,1,1,0
84,0,0,0,1,0,1,0,1,0,0
512,1,0,0,0,0,0,0,0,0,0
489,0,1,1,1,1,0,1,0,0,1
493,0,1,1,1,1,0,1,1,0,1
398,0,1,1,0,0,0,1,1,1,0
357,0,1,0,1,1,0,0,1,0,1
121,0,0,0,1,1,1,1,0,0,1
795,1,1,0,0,0,1,1,0,1,1
371,0,1,0,1,1,1,0,0,1,1
444,0,1,1,0,1,1,1,1,0,0
375,0,1,0,1,1,1,0,1,1,1
304,0,1,0,0,1,1,0,0,0,0
784,1,1,0,0,0,1,0,0,0,0
58,0,0,0,0,1,1,1,0,1,0
734,1,0,1,1,0,1,1,1,1,0
32,0,0,0,0,1,0,0,0,0,0
395,0,1,1,0,0,0,1,0,1,1
